,TotalFinishedArea,LivingUnits,SaleYear,SaleMonth,AssrLandUse_APT FOUR,AssrLandUse_CONDOMINIMUM,AssrLandUse_MULTI DWLG,AssrLandUse_ONE FAMILY,AssrLandUse_THREE FAMILY,AssrLandUse_TWO FAMILY,intercept
Weights,-0.022939874,0.02276171,0.084124248,0.016003832,0.007321231,0.008261482,-0.001638501,-0.000634489,-0.000999832,-0.007544085,1.0875858231546123
